El señor MONTESINOS TORRES.—	 15 de agosto también. (Risas.)	MONTESINOS
Militar Desconocido.—	 Todavía un poquito.	MILITAR DESCONOCIDO
El señor MONTESINOS TORRES.—	 De agosto	MONTESINOS
Militar Desconocido.—	 Había una gran afluencia de turistas americanos, ahí en Camaná.	MILITAR DESCONOCIDO
Militar Desconocido.—	 Ah, caramba en Camaná. (Risas.)	MILITAR DESCONOCIDO
Militar Desconocido.—	 Entonces, le recomiendan a un farmacéutico que pudiera hablar en inglés para que pueda atender a los americanos, cuántas veces hablé con él inglés, ah ya, dice, es un paisano, me llamo Gonzalo. (Risas.)	MILITAR DESCONOCIDO
Militar Desconocido.—	 Camaná, no.	MILITAR DESCONOCIDO
Militar Desconocido.—	 Se necesita pintor experto, se pinta acá solicita. (Risas.)	MILITAR DESCONOCIDO
Militar Desconocido.—	 Cebichería Pollo Gordo.	MILITAR DESCONOCIDO
El General EP.—	 El Pollo Gordo.	VERA
Militar Desconocido.—	 Cebichería Pollo Gordo,. (Risas.)	MILITAR DESCONOCIDO
Militar Desconocido.—	 Pero, ya no, es más burro que la patada el pobre.	MILITAR DESCONOCIDO
El General EP.—	 En el Aeropuerto aquí hay un campo de aterrizaje, ahí en la Moneda ha hecho una Capilla, al costadito hay una bonita Capilla. Tranquilo, para confirmar los vuelos (Risas.)	VERA
Militar Desconocido.—	 En esa capilla dice y por eso llegaron unos (?) para los camanejos dice: “Prepara té”, Cristo llegará pronto. (Risas.)	MILITAR DESCONOCIDO
El señor MONTESINOS TORRES.—	 Con las hostias blancas. (Risas.)	MONTESINOS
Militar Desconocido.—	 Todas usan botas.	MILITAR DESCONOCIDO
El señor MONTESINOS TORRE.—	 Ah,	MONTESINOS
Militar Desconocido.—	 Las mujeres usan botas. Porque las devotas van al cielo, ha dicho el Papa. ( Risas.)	MILITAR DESCONOCIDO
Militar Desconocido.—	 Ah, las devotas.	MILITAR DESCONOCIDO
Militar Desconocido.—	 Si, las devotas van al cielo.	MILITAR DESCONOCIDO
Militar Desconocido.—	 Ahora llega el champagne dice que estaba con la enamorada en su departamento y le contaba a la enamorada, que el día anterior había estado caminando por la playa encontró una botella y salió un genio, salió un genio y le dice (?) yo siempre he querido tomar un champán, está bien le dice el genio, cuando llegues van a tomar champán (?) entonces yo agarré y me serví un vasito pues (?), cuñado, riquísimo, a ver, le dice, trae una copita para tomar un champán. (?) No, tu toma de a pico. (Risas.)	MILITAR DESCONOCIDO
Militar Desconocido.—	 Qué buena.	MILITAR DESCONOCIDO
Militar Desconocido.—	 Ese chiste me lo contó el gran (?)	MILITAR DESCONOCIDO
Militar Desconocido.—	 (?) el negro va a venir	MILITAR DESCONOCIDO
Militar Desconocido.—	 Dice que lo llaman pues al (?) mozo ven que tengo dos c.... Oye cojudo quédate uno porque mi mujer está en la mesa. (Risas.) (4)	MILITAR DESCONOCIDO
Militar Desconocido.—	 Buen chiste.	MILITAR DESCONOCIDO
El señor MONTESINOS TORRES.—	 Calladito se ha quedado. (?)	MONTESINOS
Militar Desconocido.—	 El de Judas cuenta. El de Judas.	MILITAR DESCONOCIDO
Militar Desconocido.—	 El de las confesiones. De las confesiones. Una chica va donde el curita y le dice: “Padre, sabe que yo y mi novio y se tapaba. El curita que conocía de esas cosas le dice “¿Han hecho alguna cosa (?)”, le dice: “Sí, padre”. “¿Te ha violado?” “No, no (?)” (Risas.)	MILITAR DESCONOCIDO
El señor MONTESINOS TORRES.—	 Dice que un viejo pues, que se está yendo a confesar y de repente ve un billete de 100 dólares y lo recoge, un pata que estaba viendo ahí le dice: (hace una indicación con la mano de que él también vio el billete), el otro le dice: (hace una indicación con los pulgares en alto) va se confiesa y todo, terminó la misa y cuando estaba saliendo, el tipo se le acerca y le dice, oye el billete. ¿Cuál billete?. El billete que has recogido pues, te acuerdas cuando yo vi y te dije (indica con la mano que él también vio el billete) y tú hiciste así (hace una indicación con los pulgares en alto). Si me voy a confesar no te voy a hacer así: (hace una indicación con los índices en alto) (Risas.)	MONTESINOS
Militar Desconocido.—	 (?) le hace así si cuando llega, risueña antes de que le meta el cuerpo (?)	MILITAR DESCONOCIDO
El señor MONTESINOS TORRES.—	 Salud hermano	MONTESINOS
Militar Desconocido.—	 Por ti.	MILITAR DESCONOCIDO
El señor MONTESINOS TORRES.—	 Salud.	MONTESINOS
Militar Desconocido.—	 Hasta luego doctor,	MILITAR DESCONOCIDO
El señor MONTESINOS TORRES.—	 Hasta luego.	MONTESINOS
Militar Desconocido.—	 Excelente (?), Ah muy bien.	MILITAR DESCONOCIDO
Militar Desconocido.—	 Muy bien. Hasta luego.	MILITAR DESCONOCIDO
Militar Desconocido.—	 Hasta luego, doctor.	MILITAR DESCONOCIDO
El señor MONTESINOS TORRES.—	 Muy bien hermano, hasta luego. (Risas.)	MONTESINOS
Militar Desconocido.—	 Uno se acuerda con la extensión directa.	MILITAR DESCONOCIDO
El señor MONTESINOS TORRES.—	 Muchas gracias por todo.	MONTESINOS
Background	—El señor MONTESINOS Torres se despide de los señores de la Fuerza Aérea, salen juntos hasta la puerta conversando y ríendo, luego El señor MONTESINOS sube a su automóvil y se retira de las instalaciones de la FAP. —Fin del Vídeo N.° 976. —Transcripción: miércoles 13 de Junio de 2001.	BACKGROUND
speaker	speech	DELGADO PARKER
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 975 (Este vídeo continúa en el  Vídeo N.° 974) “CONDECORACIÓN AL DR. VLADIMIRO MONTESINOS TORRES POR LA FUERZA AÉREA DEL PERÚ” DEL 24 DE JULIO DE 1998 —Varios altos mandos castrenses, en su mayoría FAP, se encuentran reunidos junto con el Doctor Vladimiro Montesinos en un salón pequeño enchapado en fina madera y adornado con algunos cuadros.	BACKGROUND
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 (?) que vayan al Poder Judicial y hagan una denuncia constitucional, podrá decir opóngase a dar la información y el Poder Judicial puede decir: Declárese sin efecto la aplicación de la norma.”	MONTESINOS
Militar Desconocido	 Lo más lógico sería que el mismo Presidente derogue (?).	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 El mensaje de Economía ha dispuesto que en este momento el Ministerio de Economía mediante una resolución ministerial deje sin efecto las resoluciones tal, tal, porque acá —¿cómo se llama esto?— en principio de que confiamos en la fe del contribuyente y eso sí, que el contribuyente que no corrobora lo que se dice y se demuestra que ha mentido se dará paso a la ley. Por ejemplo, hay una ley de la Simplificación Administrativa que me permite a mí, por ejemplo, presentar la solicitud y decir: antes le preguntaban: “tiene usted que presentar partida de nacimiento, partida de matrimonio, el certificado de estudio.” Entonces, le pregunto: “señor, ¿usted tiene eso?” “Sí, declaro bajo juramento que tengo esos documentos.” Entonces, el Estado cree en la buena fe del ciudadano.	MONTESINOS
Militar Desconocido	 Y eso obvia un montón.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Y eso obvia el asunto. Entonces,... y ahora me piden la documentación dudando de la fe, si justamente lo hemos hecho eso para agilizar los trámites; entonces, hay una contradicción.	MONTESINOS
Militar Desconocido	 Esa ley habría que impulsarla.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Claro. Uno va a sacar un pasaporte, antes pedían partida de nacimiento, libreta militar, libreta electoral. Ahora, simplemente uno llena una solicitud y dice: “mi libreta es número tal, la número tal” y ya no. “¿Tiene usted las copias?” “Sí las tengo.” Si le demuestran que uno no las tiene, ahí si incurre en delito, pero si las tiene no pasa nada.	MONTESINOS
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 Está muy bien. Nosotros también estábamos conversando cuáles son los resultados de la ley para los (?) administrativos.	MONTES DE OCA
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Claro, eso es positivo, porque la sola publicación ha tenido un efecto disuasivo, pero fundamental (?) el Ministro del Interior, cuantificamos, recién ha caído a un 40%  por la sola difusión. Lo que pasa es de que no ha habido una buena campaña de pedir —¿cómo se llama esto?— una buena campaña de seguridad ciudadana de la difusión un poco más de la normatividad, de manera tal que hubiera impactado (?). Solamente se ha difundido, dos, tres, cuatro días y ya se han olvidado, entonces creen que no pasa nada ¿no? o sea, recién van a ver la seriedad con los primeros (?)	MONTESINOS
Militar Desconocido	 Ésa es la mejor elección.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Pero si hubiera habido una buena estrategia publicitaria; o sea, la campaña de seguridad solamente ha salido así, fuerte en los medios, hubiera sido más disuasiva.	MONTESINOS
El señor MINISTRO DE DEFENSA, General EP don Julio Salazar Monroe.—	 En esta acción de los decretos supremos, ahí va a ser, después que salió una ley hubo un impuesto o cuando vean (?).	MONTES DE OCA
Militar Desconocido	 Sí, eso de cadena perpetua, Doctor, ¿a qué tipo de penales van a ir?	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Van a ir a penales de máxima seguridad, de Challapalca, después (?) Yanamayo, en Juliaca también se hecho por ahí uno especial para ponerlos ahí. Y hay un régimen carcelario que es bien duro (?) desde el primer año no hay visitas, hay un aislamiento absoluto; pero, al término del primer año solamente tiene derecho a una visita al mes por 30 minutos.	MONTESINOS
Militar Desconocido	 Van a tener represalias (?).	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No se llama la Ley de Arrepentimiento, se llama la Ley de Colaboración Ciudadana. ¿Por qué le hemos llamado la Ley de Colaboración Ciudadana? Porque arrepentimiento es un concepto más aplicable al tema del terrorismo, y colaboración ciudadana es que ellos deciden colaborar.	MONTESINOS
Militar Desconocido	 Dentro de los espacios había también el 50% de (?)	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 ¿De qué?	MONTESINOS
Militar Desconocido	 De oportunidad penal.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No, no. ¡Ah!, ¿para ellos? (?) Los beneficios por la colaboración ciudadana cambia (?).  ¿Qué beneficios?	MONTESINOS
Militar Desconocido	 Si yo estoy condenado y colaboro (?) y si yo estoy procesado y todavía no estoy condenado puedo quedar absuelto. Y si yo no estoy procesado, ni investigado pero me presento y proporciono la información, quedo exento de responsabilidad. Entonces, pero para eso la información tiene que ser veraz.	MILITAR DESCONOCIDO
Militar Desconocido	 Tiene que confirmarse.	MILITAR DESCONOCIDO
Militar Desconocido	 Indudablemente. (2)	MILITAR DESCONOCIDO
Militar Desconocido	 Para algunos casos.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Ahora, acá vamos a ver nosotros, pero... Entonces, (?)	MONTESINOS
Militar Desconocido	 Doctor, ¿y Camisea cómo lo ve?	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Lo de Camisea para nosotros no es sumamente positivo porque, en primer lugar, ellos han invertido hasta el momento 500 millones de dólares en el Estado.	MONTESINOS
Militar Desconocido	 Ya.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 O sea, nos han querido extorsionar poniéndonos unas condiciones leoninas, entonces les he dicho: “señor, váyase.” Pero ya dejamos 500 millones de dólares. Están como locos porque pensaron de que con las exigencias íbamos a claudicar. Les he dicho: “Ahora hay otras ofertas y ahora sí tenemos una gama pues okey.” Entonces, bueno, si ellos quisieran regresar las condiciones las ponemos nosotros, no ellos.	MONTESINOS
Militar Desconocido	 Parece que quieren regresar.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Están como locos.	MONTESINOS
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 Inclusive, el Grupo 3 tienen tres helicópteros alquilados para siempre, entonces él no ha dicho nada, ha dicho que no retiren nada que sigan como si nada hubiera pasado	MONTES DE OCA
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No, yo quisiera solucionar, ya habrán visto como es, pero ya lo concreto es que han dejado 500 millones de dólares. Entonces, ahora todo es diferente.	MONTESINOS
Militar Desconocido	 Claro.	MILITAR DESCONOCIDO
Militar Desconocido	 Ahora es diferente.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Entonces, es una buena inversión en.	MONTESINOS
Militar Desconocido	 Tiene control y todo.	MILITAR DESCONOCIDO
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 Aprovechando la atribución.	MONTES DE OCA
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Bueno, la cosa es que yo quería comentarles un poco, en este problema de la delincuencia común, siempre hemos pensado que lamentablemente esto cuando nos caiga una conferencia la conducción central tiene que estar al mando	MONTESINOS
Militar Desconocido	 Cuando es estable.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Claro, porque no debemos afectar a (?) los malos elementos.	MONTESINOS
Militar Desconocido	 ¿Y de altos grados?	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No, no, no. Son los subalternos.	MONTESINOS
Militar Desconocido	 Pero, en retiro, pues, Comandante.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Sí, pero nosotros no podemos afectar a la Institución.	MONTESINOS
Militar Desconocido	 Pero es fácilmente, digamos, ubicable.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Sí, claro. Están en estimado.	MONTESINOS
Militar Desconocido	 O sea, les ha favorecido bien, progresivamente.	MILITAR DESCONOCIDO
Militar Desconocido	 El mismo que denuncia en la comisaría sabe que cuando a uno le disparan en la pierna dicen, porque en la central muchas veces no sabe. Hay pocas posibilidades de que mate, pero (?).	MILITAR DESCONOCIDO
Militar Desconocido	 Así es.	MILITAR DESCONOCIDO
Militar Desconocido	 Hay algo más importante que es el espectador que puede avanzar progresivamente. porque también a la vez es  mucha repercusión para  los implicados	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No es que no podemos.	MONTESINOS
Militar Desconocido	 Claro.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Es un poco de lo que pasó en Puno, en toda la zona (?) al Cuartel ahí, a la Comandancia General de que hay en Puno y a la oficina que encuentra un cartucho (?) (Risas.)	MONTESINOS
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Además eran tan ingenuones que (?) vamos a pasar el chuchuhuasi (?) cuando habla el (?) si acá está, cuando le mete algo a su privado, ahí está. (Risas.)	MONTESINOS
Militar Desconocido	 La dinamita.	MILITAR DESCONOCIDO
Militar Desconocido	 No le dan el peso, no carburan.	MILITAR DESCONOCIDO
Militar Desconocido	 Jefe, lo que nos habías dado era cargada.	MILITAR DESCONOCIDO
Militar Desconocido	 Lo mato	MILITAR DESCONOCIDO
Militar Desconocido	 ¡Qué fregado!	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Estos tipos están acostumbrados a la buena vida porque cuál es lo que hacen, asaltan, se tiran después en un mes al trago.	MONTESINOS
Militar Desconocido	 Para pagar abogados, todo eso.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 ¡Ah! No. Claro.	MONTESINOS
Militar Desconocido	 Tienen su Cooperativa.	MILITAR DESCONOCIDO
Militar Desconocido	 No están seguros. La Policía muchas veces protege más al delincuente que al ciudadano, por una simple razón: al ciudadano lo libra de algún problema y el ciudadano le dice únicamente: “muchas gracias” y se va y se hace el de la vista gorda con el robo y desgraciadamente le deja, pues, una parte hasta ese punto (?).	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Claro.	MONTESINOS
Militar Desconocido	 (?)  también le dejaba (?).	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Uno no conoce la verdad que dice así. Si hacemos una batida, por ejemplo, el día viernes aquí en Barranco o en el verano en el circuito de playas, se hace la DINANDRO una batida y en la batida agarran a 200 ó 300 chicos, hijos de familia, salen al día siguiente y (3) ¿quién va a querer que (?)?	MONTESINOS
Militar Desconocido	 Ni siquiera pago para (?) ¿no?	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No, dicen que son inocentes pero (?) corrieron. (Risas.) Ahora han adoptado  una modalidad por ejemplo, me faltan 300 gramos.	MONTESINOS
Militar Desconocido	 Yo estoy listo.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Están entre 4 ó 5 cada uno se pasa 10; 10; 10; son 15 cuando los agarran dicen, eso es mi consumo. (Risas.) Consumo más responsabilidad ¿no? sumado entre todos medio kilo.	MONTESINOS
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 ¿Para que haya delito son 300 gramos?	MONTES DE OCA
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Para que haya delito tiene que haber más de 100 gramos. 100 es consumo. Entonces, ¿qué hacen? Somos 5 son medio kilo. Yo tengo medio kilo acá que lo voy a vender, pero como son vivos ¿qué hacen?  Se ponen 100; 98, 90 y tanto, total 450 y van transportando llega el acuerdo para la venta, juntan todo entre ellos.	MONTESINOS
Militar Desconocido	 Suben el precio seguramente.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Pero sí los agarra la policía. No, éste es mi consumo. Los traficantes son pícaros.	MONTESINOS
Militar Desconocido	 ¿Pero esto está por modificarse doctor?	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 La modificatoria que se va a poner ahora es encontrados dos o más personas con cantidades de consumo ya implica la comisión de delito. ¿Tú qué has hecho para evadirlo? (Risas.)	MONTESINOS
Militar Desconocido	 Otra cosa buena ha sido  la comida italiana.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Ah sí.	MONTESINOS
Militar Desconocido	 Muy buena.	MILITAR DESCONOCIDO
Militar Desconocido	 Ha sido pero riquísima .	MILITAR DESCONOCIDO
Militar Desconocido	 La otra vez hablaba con Sánchez Meza, ¡Uf! Ha sido pero increíble.	MILITAR DESCONOCIDO
Militar Desconocido	 Y sigue la recompensa ¿no?	MILITAR DESCONOCIDO
El señor MINISTRO DE DEFENSA, General EP don Julio Salazar Monroe.—	 Y sigue.	MONTES DE OCA
Militar Desconocido	 La recolección de armas ha sido la de todos los tipos, todos los calibres.	MILITAR DESCONOCIDO
Militar Desconocido	 ¿Pero está dando resultados?	MILITAR DESCONOCIDO
Militar Desconocido	 A parte de todas las que deben haber (?)	MILITAR DESCONOCIDO
Militar Desconocido	 Les dan 10 mil 20 mil.	MILITAR DESCONOCIDO
Militar Desconocido	 Claro.	MILITAR DESCONOCIDO
Militar Desconocido	 20 mil dólares por una arma, una metralleta.	MILITAR DESCONOCIDO
Militar Desconocido	 Así vamos a almorzar poco las cosas que han preparado.	MILITAR DESCONOCIDO
Militar Desconocido	 Están ricos los bocaditos. (Risas).	MILITAR DESCONOCIDO
Militar Desconocido	 Está bueno esto.	MILITAR DESCONOCIDO
Militar Desconocido	 En general pero son dos  problemas originales: uno que es el empleo y el otro que es el sueldo.  Entonces, habría que ver la forma de cómo.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Claro, pero la encuesta que ha sacado en la mañana la Universidad Nacional de Ingeniería.	MONTESINOS
Militar Desconocido	 No.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No, pero esas encuestas no son confiables. No obedecen a la realidad. Yo agarro y por ejemplo, me contrato a Apoyo, pago 10 mil dólares no (?) saca por 25 como, entonces ellos dicen: “oye, ¿por qué ha sacado 25?” Pero éste es el modelo que me ha dado el muestreo y ellos se han ganado 10 mil dólares. Entonces, eso es intolerable.	MONTESINOS
Militar Desconocido	 La encuesta es manejable.	MILITAR DESCONOCIDO
Militar Desconocido	 Manejadas son.	MILITAR DESCONOCIDO
Militar Desconocido	 ¿Cuál es, dentro de las encuestadoras, cuál es la más seria?	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 ¿La más seria? Apoyo. Pero todas son con dinero.	MONTESINOS
Militar Desconocido	 Al final pagas.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Depende cómo le pregunto uno. Por ejemplo, si yo agarro y le digo: “diga usted, ¿usted qué prefiere, que se gaste 20 millones de dólares en hacer un referéndum o que se aumenten los sueldos con los 20 millones?” (Risas.) Si yo le hago esa pregunta ¿cuál sería? El 99% dice: “no, prefiero que aumenten.”	MONTESINOS
Militar Desconocido	 (?).	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Lógico, pues, eso depende del ambiente.	MONTESINOS
Militar Desconocido	 Que le aumenten el sueldo a los profesores también.	MILITAR DESCONOCIDO
Militar Desconocido	 Claro.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Entonces, van orientando la pregunta en un sentido malicioso. Hay una cosa fíjense: El aumentar 100 soles a los jubilados, 100 soles, que no es nada, significan 4 mil millones al año. Y el Presupuesto de la República es 24 mil millones, o sea nos quedarían 20 mil para todo el problema del Estado; entonces es imposible.	MONTESINOS
Militar Desconocido	 Por más que griten y todo.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Es imposible.	MONTESINOS
Militar Desconocido	 Pero va haber unas bonificaciones ¿no?	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 La modificación está en que todo —digamos— sacrificio tiene su recompensa al final ¿no? ¿Qué ha pasado? Hemos tenido 8 años de un manejo económico (4) duro para poder consolidar la economía, y recién a partir del año 99 el Presupuesto Anual de la República del año 99 ya va a ser manejado exclusivamente por el Gobierno sin injerencia del Fondo Monetario ni del Banco Mundial porque hasta este año el Fondo Monetario te dice: “A ver, ¿cuál es su presupuesto?” “Bueno, yo tengo tanto para acciones sociales, de servicio.” “Un momentito, el 40% es para el pago de la deuda externa.”	MONTESINOS
Militar Desconocido	 Claro.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 “El 20% solamente lo puedes utilizar en esto, y el resto en esto.” Entonces el Fondo nos pone las condiciones ¿no? entonces no podemos salirnos de eso, ¿por qué? Porque sino no podemos refinanciar el tema legal. Hemos llegado este año a la circunstancia que al otro año el 100% del presupuesto lo podemos manejar sin injerencia del Fondo. La idea es mantener una escala así ascendente, o sea, empezar el primer trimestre con un aumentito, el siguiente otro y entonces —digamos— en octubre a septiembre 3 ó 4 aumentos escalonados.	MONTESINOS
Militar Desconocido	 Claro.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Entonces va el esquema así. ¿Por qué? Porque el presupuesto da para pagar.	MONTESINOS
Militar Desconocido	 Lógico	MILITAR DESCONOCIDO
