El señor MONTESINOS TORRES.—	 Dice que un viejo pues, que se está yendo a confesar y de repente ve un billete de 100 dólares y lo recoge, un pata que estaba viendo ahí le dice: (hace una indicación con la mano de que él también vio el billete), el otro le dice: (hace una indicación con los pulgares en alto) va se confiesa y todo, terminó la misa y cuando estaba saliendo, el tipo se le acerca y le dice, oye el billete. ¿Cuál billete?. El billete que has recogido pues, te acuerdas cuando yo vi y te dije (indica con la mano que él también vio el billete) y tú hiciste así (hace una indicación con los pulgares en alto). Si me voy a confesar no te voy a hacer así: (hace una indicación con los índices en alto) (Risas.)	MONTESINOS
El General FAP.—	 (?) le hace así si cuando llega, risueña antes de que le meta el cuerpo (?)	VERA
El señor MONTESINOS TORRES.—	 Salud hermano	MONTESINOS
El General FAP.—	 Por ti.	VERA
El señor MONTESINOS TORRES.—	 Salud.	MONTESINOS
El General FAP.—	 Hasta luego doctor,	VERA
El señor MONTESINOS TORRES.—	 Hasta luego.	MONTESINOS
El General FAP.—	 Excelente (?), Ah muy bien.	VERA
El General FAP.—	 Muy bien. Hasta luego.	VERA
El General FAP.—	 Hasta luego, doctor.	VERA
El señor MONTESINOS TORRES.—	 Muy bien hermano, hasta luego. (Risas.)	MONTESINOS
El General FAP.—	 Uno se acuerda con la extensión directa.	VERA
El señor MONTESINOS TORRES.—	 Muchas gracias por todo.	MONTESINOS
Background	—El señor MONTESINOS Torres se despide de los señores de la Fuerza Aérea, salen juntos hasta la puerta conversando y ríendo, luego El señor MONTESINOS sube a su automóvil y se retira de las instalaciones de la FAP. —Fin del Vídeo N.° 976. —Transcripción: miércoles 13 de Junio de 2001.	BACKGROUNDUNIDENTIFIED
speaker	speech	DELGADO PARKER
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 975 (Este vídeo continúa en el  Vídeo N.° 974) “CONDECORACIÓN AL DR. VLADIMIRO MONTESINOS TORRES POR LA FUERZA AÉREA DEL PERÚ” DEL 24 DE JULIO DE 1998 —Varios altos mandos castrenses, en su mayoría FAP, se encuentran reunidos junto con el Doctor Vladimiro Montesinos en un salón pequeño enchapado en fina madera y adornado con algunos cuadros.	BACKGROUNDUNIDENTIFIED
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 (?) que vayan al Poder Judicial y hagan una denuncia constitucional, podrá decir opóngase a dar la información y el Poder Judicial puede decir: Declárese sin efecto la aplicación de la norma.”	MONTESINOS
"El señor		.—"	 Lo más lógico sería que el mismo Presidente derogue (?).	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 El mensaje de Economía ha dispuesto que en este momento el Ministerio de Economía mediante una resolución ministerial deje sin efecto las resoluciones tal, tal, porque acá —¿cómo se llama esto?— en principio de que confiamos en la fe del contribuyente y eso sí, que el contribuyente que no corrobora lo que se dice y se demuestra que ha mentido se dará paso a la ley. Por ejemplo, hay una ley de la Simplificación Administrativa que me permite a mí, por ejemplo, presentar la solicitud y decir: antes le preguntaban: “tiene usted que presentar partida de nacimiento, partida de matrimonio, el certificado de estudio.” Entonces, le pregunto: “señor, ¿usted tiene eso?” “Sí, declaro bajo juramento que tengo esos documentos.” Entonces, el Estado cree en la buena fe del ciudadano.	MONTESINOS
"El señor		.—"	 Y eso obvia un montón.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Y eso obvia el asunto. Entonces,... y ahora me piden la documentación dudando de la fe, si justamente lo hemos hecho eso para agilizar los trámites; entonces, hay una contradicción.	MONTESINOS
"El señor		.—"	 Esa ley habría que impulsarla.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Claro. Uno va a sacar un pasaporte, antes pedían partida de nacimiento, libreta militar, libreta electoral. Ahora, simplemente uno llena una solicitud y dice: “mi libreta es número tal, la número tal” y ya no. “¿Tiene usted las copias?” “Sí las tengo.” Si le demuestran que uno no las tiene, ahí si incurre en delito, pero si las tiene no pasa nada.	MONTESINOS
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 Está muy bien. Nosotros también estábamos conversando cuáles son los resultados de la ley para los (?) administrativos.	MONTES DE OCA
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Claro, eso es positivo, porque la sola publicación ha tenido un efecto disuasivo, pero fundamental (?) el Ministro del Interior, cuantificamos, recién ha caído a un 40%  por la sola difusión. Lo que pasa es de que no ha habido una buena campaña de pedir —¿cómo se llama esto?— una buena campaña de seguridad ciudadana de la difusión un poco más de la normatividad, de manera tal que hubiera impactado (?). Solamente se ha difundido, dos, tres, cuatro días y ya se han olvidado, entonces creen que no pasa nada ¿no? o sea, recién van a ver la seriedad con los primeros (?)	MONTESINOS
"El señor		.—"	 Ésa es la mejor elección.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Pero si hubiera habido una buena estrategia publicitaria; o sea, la campaña de seguridad solamente ha salido así, fuerte en los medios, hubiera sido más disuasiva.	MONTESINOS
El señor MINISTRO DE DEFENSA, General EP don Julio Salazar Monroe.—	 En esta acción de los decretos supremos, ahí va a ser, después que salió una ley hubo un impuesto o cuando vean (?).	MONTES DE OCA
"El señor		.—"	 Sí, eso de cadena perpetua, Doctor, ¿a qué tipo de penales van a ir?	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Van a ir a penales de máxima seguridad, de Challapalca, después (?) Yanamayo, en Juliaca también se hecho por ahí uno especial para ponerlos ahí. Y hay un régimen carcelario que es bien duro (?) desde el primer año no hay visitas, hay un aislamiento absoluto; pero, al término del primer año solamente tiene derecho a una visita al mes por 30 minutos.	MONTESINOS
"El señor		.—"	 Van a tener represalias (?).	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No se llama la Ley de Arrepentimiento, se llama la Ley de Colaboración Ciudadana. ¿Por qué le hemos llamado la Ley de Colaboración Ciudadana? Porque arrepentimiento es un concepto más aplicable al tema del terrorismo, y colaboración ciudadana es que ellos deciden colaborar.	MONTESINOS
"El señor		.—"	 Dentro de los espacios había también el 50% de (?)	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 ¿De qué?	MONTESINOS
"El señor		.—"	 De oportunidad penal.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No, no. ¡Ah!, ¿para ellos? (?) Los beneficios por la colaboración ciudadana cambia (?).  ¿Qué beneficios?	MONTESINOS
"El señor		.—"	 Si yo estoy condenado y colaboro (?) y si yo estoy procesado y todavía no estoy condenado puedo quedar absuelto. Y si yo no estoy procesado, ni investigado pero me presento y proporciono la información, quedo exento de responsabilidad. Entonces, pero para eso la información tiene que ser veraz.	SENOR
"El señor		.—"	 Tiene que confirmarse.	SENOR
"El señor		.—"	 Indudablemente. (2)	SENOR
"El señor		.—"	 Para algunos casos.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Ahora, acá vamos a ver nosotros, pero... Entonces, (?)	MONTESINOS
"El señor		.—"	 Doctor, ¿y Camisea cómo lo ve?	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Lo de Camisea para nosotros no es sumamente positivo porque, en primer lugar, ellos han invertido hasta el momento 500 millones de dólares en el Estado.	MONTESINOS
"El señor		.—"	 Ya.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 O sea, nos han querido extorsionar poniéndonos unas condiciones leoninas, entonces les he dicho: “señor, váyase.” Pero ya dejamos 500 millones de dólares. Están como locos porque pensaron de que con las exigencias íbamos a claudicar. Les he dicho: “Ahora hay otras ofertas y ahora sí tenemos una gama pues okey.” Entonces, bueno, si ellos quisieran regresar las condiciones las ponemos nosotros, no ellos.	MONTESINOS
"El señor		.—"	 Parece que quieren regresar.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Están como locos.	MONTESINOS
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 Inclusive, el Grupo 3 tienen tres helicópteros alquilados para siempre, entonces él no ha dicho nada, ha dicho que no retiren nada que sigan como si nada hubiera pasado	MONTES DE OCA
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No, yo quisiera solucionar, ya habrán visto como es, pero ya lo concreto es que han dejado 500 millones de dólares. Entonces, ahora todo es diferente.	MONTESINOS
"El señor		.—"	 Claro.	SENOR
"El señor		.—"	 Ahora es diferente.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Entonces, es una buena inversión en.	MONTESINOS
"El señor		.—"	 Tiene control y todo.	SENOR
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 Aprovechando la atribución.	MONTES DE OCA
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Bueno, la cosa es que yo quería comentarles un poco, en este problema de la delincuencia común, siempre hemos pensado que lamentablemente esto cuando nos caiga una conferencia la conducción central tiene que estar al mando	MONTESINOS
"El señor		.—"	 Cuando es estable.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Claro, porque no debemos afectar a (?) los malos elementos.	MONTESINOS
"El señor		.—"	 ¿Y de altos grados?	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No, no, no. Son los subalternos.	MONTESINOS
"El señor		.—"	 Pero, en retiro, pues, Comandante.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Sí, pero nosotros no podemos afectar a la Institución.	MONTESINOS
"El señor		.—"	 Pero es fácilmente, digamos, ubicable.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Sí, claro. Están en estimado.	MONTESINOS
"El señor		.—"	 O sea, les ha favorecido bien, progresivamente.	SENOR
"El señor		.—"	 El mismo que denuncia en la comisaría sabe que cuando a uno le disparan en la pierna dicen, porque en la central muchas veces no sabe. Hay pocas posibilidades de que mate, pero (?).	SENOR
"El señor		.—"	 Así es.	SENOR
"El señor		.—"	 Hay algo más importante que es el espectador que puede avanzar progresivamente. porque también a la vez es  mucha repercusión para  los implicados	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No es que no podemos.	MONTESINOS
"El señor		.—"	 Claro.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Es un poco de lo que pasó en Puno, en toda la zona (?) al Cuartel ahí, a la Comandancia General de que hay en Puno y a la oficina que encuentra un cartucho (?) (Risas.)	MONTESINOS
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Además eran tan ingenuones que (?) vamos a pasar el chuchuhuasi (?) cuando habla el (?) si acá está, cuando le mete algo a su privado, ahí está. (Risas.)	MONTESINOS
"El señor		.—"	 La dinamita.	SENOR
"El señor		.—"	 No le dan el peso, no carburan.	SENOR
"El señor		.—"	 Jefe, lo que nos habías dado era cargada.	SENOR
"El señor		.—"	 Lo mato	SENOR
"El señor		.—"	 ¡Qué fregado!	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Estos tipos están acostumbrados a la buena vida porque cuál es lo que hacen, asaltan, se tiran después en un mes al trago.	MONTESINOS
"El señor		.—"	 Para pagar abogados, todo eso.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 ¡Ah! No. Claro.	MONTESINOS
"El señor		.—"	 Tienen su Cooperativa.	SENOR
"El señor		.—"	 No están seguros. La Policía muchas veces protege más al delincuente que al ciudadano, por una simple razón: al ciudadano lo libra de algún problema y el ciudadano le dice únicamente: “muchas gracias” y se va y se hace el de la vista gorda con el robo y desgraciadamente le deja, pues, una parte hasta ese punto (?).	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Claro.	MONTESINOS
"El señor		.—"	 (?)  también le dejaba (?).	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Uno no conoce la verdad que dice así. Si hacemos una batida, por ejemplo, el día viernes aquí en Barranco o en el verano en el circuito de playas, se hace la DINANDRO una batida y en la batida agarran a 200 ó 300 chicos, hijos de familia, salen al día siguiente y (3) ¿quién va a querer que (?)?	MONTESINOS
"El señor		.—"	 Ni siquiera pago para (?) ¿no?	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No, dicen que son inocentes pero (?) corrieron. (Risas.) Ahora han adoptado  una modalidad por ejemplo, me faltan 300 gramos.	MONTESINOS
"El señor		.—"	 Yo estoy listo.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Están entre 4 ó 5 cada uno se pasa 10; 10; 10; son 15 cuando los agarran dicen, eso es mi consumo. (Risas.) Consumo más responsabilidad ¿no? sumado entre todos medio kilo.	MONTESINOS
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 ¿Para que haya delito son 300 gramos?	MONTES DE OCA
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Para que haya delito tiene que haber más de 100 gramos. 100 es consumo. Entonces, ¿qué hacen? Somos 5 son medio kilo. Yo tengo medio kilo acá que lo voy a vender, pero como son vivos ¿qué hacen?  Se ponen 100; 98, 90 y tanto, total 450 y van transportando llega el acuerdo para la venta, juntan todo entre ellos.	MONTESINOS
"El señor		.—"	 Suben el precio seguramente.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Pero sí los agarra la policía. No, éste es mi consumo. Los traficantes son pícaros.	MONTESINOS
"El señor		.—"	 ¿Pero esto está por modificarse doctor?	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 La modificatoria que se va a poner ahora es encontrados dos o más personas con cantidades de consumo ya implica la comisión de delito. ¿Tú qué has hecho para evadirlo? (Risas.)	MONTESINOS
"El señor		.—"	 Otra cosa buena ha sido  la comida italiana.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Ah sí.	MONTESINOS
"El señor		.—"	 Muy buena.	SENOR
"El señor		.—"	 Ha sido pero riquísima .	SENOR
"El señor		.—"	 La otra vez hablaba con Sánchez Meza, ¡Uf! Ha sido pero increíble.	SENOR
"El señor		.—"	 Y sigue la recompensa ¿no?	SENOR
El señor MINISTRO DE DEFENSA, General EP don Julio Salazar Monroe.—	 Y sigue.	MONTES DE OCA
"El señor		.—"	 La recolección de armas ha sido la de todos los tipos, todos los calibres.	SENOR
"El señor		.—"	 ¿Pero está dando resultados?	SENOR
"El señor		.—"	 A parte de todas las que deben haber (?)	SENOR
"El señor		.—"	 Les dan 10 mil 20 mil.	SENOR
"El señor		.—"	 Claro.	SENOR
"El señor		.—"	 20 mil dólares por una arma, una metralleta.	SENOR
"El señor		.—"	 Así vamos a almorzar poco las cosas que han preparado.	SENOR
"El señor		.—"	 Están ricos los bocaditos. (Risas).	SENOR
"El señor		.—"	 Está bueno esto.	SENOR
"El señor		.—"	 En general pero son dos  problemas originales: uno que es el empleo y el otro que es el sueldo.  Entonces, habría que ver la forma de cómo.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Claro, pero la encuesta que ha sacado en la mañana la Universidad Nacional de Ingeniería.	MONTESINOS
"El señor		.—"	 No.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No, pero esas encuestas no son confiables. No obedecen a la realidad. Yo agarro y por ejemplo, me contrato a Apoyo, pago 10 mil dólares no (?) saca por 25 como, entonces ellos dicen: “oye, ¿por qué ha sacado 25?” Pero éste es el modelo que me ha dado el muestreo y ellos se han ganado 10 mil dólares. Entonces, eso es intolerable.	MONTESINOS
"El señor		.—"	 La encuesta es manejable.	SENOR
"El señor		.—"	 Manejadas son.	SENOR
"El señor		.—"	 ¿Cuál es, dentro de las encuestadoras, cuál es la más seria?	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 ¿La más seria? Apoyo. Pero todas son con dinero.	MONTESINOS
"El señor		.—"	 Al final pagas.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Depende cómo le pregunto uno. Por ejemplo, si yo agarro y le digo: “diga usted, ¿usted qué prefiere, que se gaste 20 millones de dólares en hacer un referéndum o que se aumenten los sueldos con los 20 millones?” (Risas.) Si yo le hago esa pregunta ¿cuál sería? El 99% dice: “no, prefiero que aumenten.”	MONTESINOS
"El señor		.—"	 (?).	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Lógico, pues, eso depende del ambiente.	MONTESINOS
"El señor		.—"	 Que le aumenten el sueldo a los profesores también.	SENOR
"El señor		.—"	 Claro.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Entonces, van orientando la pregunta en un sentido malicioso. Hay una cosa fíjense: El aumentar 100 soles a los jubilados, 100 soles, que no es nada, significan 4 mil millones al año. Y el Presupuesto de la República es 24 mil millones, o sea nos quedarían 20 mil para todo el problema del Estado; entonces es imposible.	MONTESINOS
"El señor		.—"	 Por más que griten y todo.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Es imposible.	MONTESINOS
"El señor		.—"	 Pero va haber unas bonificaciones ¿no?	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 La modificación está en que todo —digamos— sacrificio tiene su recompensa al final ¿no? ¿Qué ha pasado? Hemos tenido 8 años de un manejo económico (4) duro para poder consolidar la economía, y recién a partir del año 99 el Presupuesto Anual de la República del año 99 ya va a ser manejado exclusivamente por el Gobierno sin injerencia del Fondo Monetario ni del Banco Mundial porque hasta este año el Fondo Monetario te dice: “A ver, ¿cuál es su presupuesto?” “Bueno, yo tengo tanto para acciones sociales, de servicio.” “Un momentito, el 40% es para el pago de la deuda externa.”	MONTESINOS
"El señor		.—"	 Claro.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 “El 20% solamente lo puedes utilizar en esto, y el resto en esto.” Entonces el Fondo nos pone las condiciones ¿no? entonces no podemos salirnos de eso, ¿por qué? Porque sino no podemos refinanciar el tema legal. Hemos llegado este año a la circunstancia que al otro año el 100% del presupuesto lo podemos manejar sin injerencia del Fondo. La idea es mantener una escala así ascendente, o sea, empezar el primer trimestre con un aumentito, el siguiente otro y entonces —digamos— en octubre a septiembre 3 ó 4 aumentos escalonados.	MONTESINOS
"El señor		.—"	 Claro.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Entonces va el esquema así. ¿Por qué? Porque el presupuesto da para pagar.	MONTESINOS
"El señor		.—"	 Lógico	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Pero si no hubiéramos tenido un manejo impecable de la economía no hubiéramos podido aumentarles ni éste, ni el otro, ni el 2002, ni el 2003.	MONTESINOS
"El señor		.—"	 (?).	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Ahora, por ejemplo, a mí, mi responsabilidad, ¿qué pasaría si nosotros decimos: “bueno, auméntese 500 soles a la Fuerza Armada.”?	MONTESINOS
"El señor		.—"	 No.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Es decir, al año se colapsa todito.	MONTESINOS
"El señor		.—"	 Así es.	SENOR
"El señor		.—"	 Como hizo Alan García que un año fue de felicidad para el país, pero las reservas se vinieron abajo.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Entonces, en año y medio estamos en una crisis pero imparable y eso generaría una situación de inestabilidad económica terrible.	MONTESINOS
"El señor		.—"	 En realidad la solución es de apurar el referéndum y lo otro.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Acá el tema está de que... es bueno que ustedes sepan: nosotros tenemos que regirnos por lo que dice la ley ¿no? Entonces,... y no la ley que la sacamos ahorita porque somos mayoría en el Congreso y podemos adecuar en función de nuestro capricho. Por eso alguien decía: “son unos vivos. Claro, tienen el Congreso, sacan las leyes y van cambiando la reglas de juego.” No. La ley que ha sido dada la Ley de Participación Ciudadana que está vigente hace tres años atrás, establece como condición sine qua non para llevar a cabo un referéndum, de que previamente haya una iniciativa del Congreso que sea desaprobada para hacer el referéndum por 48 votos. Me explico: si yo quiero hacer un referéndum, ¿qué tengo que hacer? Tengo que dar la iniciativa en el Congreso y 48 congresistas tienen que votar.	MONTESINOS
"El señor		.—"	 Estar de acuerdo.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Sí, 48 están de acuerdo, recién se inicia el trámite del referéndum. Entonces, en ese momento el Congreso remite al Jurado, le dice: “ya se ha cumplido con la desaprobación por 48. “ Entonces el Jurado expide una resolución y le ordena al ONPE que inicie el trámite. En ese momento, le presentan el millón 200 mil firmas o las firmas que sean y el hombre procede a la verificación. Si han logrado el millón 200 mil firmas comunican al Jurado y el Jurado hace la convocatoria; si no han logrado el millón 200 mil firmas tienen 30 días para completarlas. Si no la completan en esos 30 días, quedó sin efecto el referéndum; o sea, ése es el procedimiento.	MONTESINOS
"El señor		.—"	 Claro.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Entonces, en este momento, ¿qué es lo que falta?  No hay la iniciativa legislativa del Congreso derogada.	MONTESINOS
"El señor		.—"	 Ya.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Entonces, el Congreso no... 48 congresista no hay. Entonces, es como si me dijeran que yo quiero construir el segundo piso sin tener los cimientos o me quiera comer la sopa o el postre sin haber pasado la entrada, para hablar así en términos más simples.	MONTESINOS
"El señor		.—"	 Pero de la manera como lo presentan...	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Es que ellos son mañosos. ¿Por qué? Porque la gente no entiende los mecanismos (5) de la legalidad y esas cosas, entonces confunden a la gente. Ahora ellos han presentado una solicitud muy mañosa a la ONPE y le dicen: “Proceda a la verificación de firmas” y el ONPE les dice, pues: “no, ¿por qué voy a verificar y en base a qué voy a verificar?” Yo para verificar tengo que recibir la decisión del Jurado que me dice que se ha cumplido con el requisito del Congreso y recién lo verifico. Pero así son las reglas de juego, las reglas de juego dadas por ellos en el Congreso. Ahora, la otra cosa es de que en la Constitución del Estado que está vigente, en el artículo 32.° se habla de tres requisitos para llevar a cabo el referéndum o, mejor dicho, tres causales para poder hacer el referéndum —uno— para modificar la Constitución: yo puedo hacer un referéndum para modificar la Constitución, puedo hacer un referéndum para aprobar cualquiera ley y puedo hacer un referéndum para hacer cualquier ordenanza municipal; o sea, ésos tres son los requisitos.	MONTESINOS
"El señor		.—"	 Esos tres.	SENOR
