row_id,speech,speaker_std,file_id
8533,Así es.,MONTESINOS,25
8534,"No se preocupen de cómo yo me mueva en la me dida en que estoy mandando mi fuerza, yo con ustedes, en la relación que tenemos establecida, ustedes tranquilos, porque no hay ningún problema. Que no se (?) que está en el balcón de La Moneda.",ARANCIBIA,25
8535,"Claro, ya el (?).",MONTESINOS,25
8536,"Porque quedamos sin cabeza; o sea, el Estado no (?).",ARANCIBIA,25
8537,"O sea, ya no le ha quitado nada ya.",MONTESINOS,25
8538,"El punto es el siguiente, doctor. Nosotros tuvimos un proceso de recuperación nacional muy fuerte, yo diría que muy exitoso, tuvo baches intermedios, una crisis intermedia en el año 82 que fue muy dura.",ARANCIBIA,25
8539,No aprobaron la economía.,MONTESINOS,25
8540,Pero el resultado final al año 90 es un éxito absoluto.,ARANCIBIA,25
8541,"Así es, y se nota.",MONTESINOS,25
8542,"Y yo le contaba a Antonio de esto, y de eso nos sen timos todos muy orgullosos y muy satisfechos. Pero el problema a partir de ese mi nuto, dos problemas se generan: uno, que habiendo sido tan exitoso el gobierno militar, desde el punto de vista político se hacía necesario que no fuese una alter nativa tan fuerte. Yo creo que es claro.",ARANCIBIA,25
8543,Así es.,MONTESINOS,25
8544,"Había que buscar alguna forma de bajarle el perfil a las Fuerzas Armadas, porque lo tenía muy alto.",ARANCIBIA,25
8545,Claro.,MONTESINOS,25
8546,"Y eso es una de las (?) no hay vuelta que darle. Y lo segundo, es que, habiendo sido nuevamente tan exitosos en la conducción del país y en la economía y en todo el fenómeno chileno que se genera a partir de ese me mentó, a esto se le pida, no voy a decir un manto del río, se reconoce eso, pero reconoce ahí como un antecedente, y el centro de acción sobre las Fuerzas Arma das apunta al tema de los derechos humanos (?).",ARANCIBIA,25
8547,"Claro, eso es lo que hoy día está muy de moda y sobre esa base atacan.",MONTESINOS,25
8548,"Y eso está ahora, mañana, pasado, ayer.",ARANCIBIA,25
8549,Así será siempre.,MONTESINOS,25
8550,Y yo se lo digo porque eso es un...,ARANCIBIA,25
8551,"Es un caballito de batalla que ustedes lo han ex perimentado, porque me acuerdo cuando ustedes sacaron el Libro Blanco, inme diatamente los soviéticos sacaron el famoso Libro Negro. Yo he leído el famoso Libro Negro.",MONTESINOS,25
8552,Claro.,ARANCIBIA,25
8553,Y todo orientado al tema de derechos humarlos. Y eso que en esa época todavía no habían las ONG.,MONTESINOS,25
8554,No habían.,ARANCIBIA,25
8555,"No, ni American Watch, ninguno de esos organismos. Hubiera sido terrible.",MONTESINOS,25
8556,Pero eso es terrible.,ARANCIBIA,25
8557,Sí.,MONTESINOS,25
8558,Y ustedes que están teniendo un éxito muy notab'e en ese punto.,ARANCIBIA,25
8559,Es un punto en que…,MONTESINOS,25
8560,"Es un punto que tienen que considerar porque ese va a ser el… Ustedes no se van a salvar de eso, hay una cultura internacional, hay un sistema que se mueve Hace unos minutos yo estaba leyendo las noticias por fax que me llegan e mi país, acaba de asumir un obispo que era buenísimo, Monseñor De (?) lo acaban de nombrar arzobispo de Santiago, que viene a ser como el jefe, la cabeza de la Iglesia Católica (?) sobre derechos humanos, y es una rareza, porque nos conocíamos de antes, hablamos contactado con él, yo lo conozco personalmente",ARANCIBIA,25
8561,Tiene una postura crítica.,MONTESINOS,25
8562,Crítica.,ARANCIBIA,25
8563,(?) están libres (?) está de moda.,MONTESINOS,25
8564,(?),IBÁRCENA,25
8565,"Es impresionante, o sea ...",ARANCIBIA,25
8566,"Sí, sí, ha salido como si fuera, qué te digo, un Bambarén agresivo.",MONTESINOS,25
8567,¡Ujum!,ARANCIBIA,25
8568,"Mantuvo una posición equilibrada y ecuánime, como Durand del Callao, y de la noche a la mañana se transforman.",MONTESINOS,25
8569,Se transforman.,IBÁRCENA,25
8570,Se transforman.,MONTESINOS,25
8571,Fue impresionante.,ARANCIBIA,25
8572,"Hay una metamorfosis en estos curas, y que co mo el tema de los derechos humanos está hoy día muy usado en el mundo y la ad ministración norteamericana, los demócratas siempre desde la época, cuando estu vo en los años 75 el presidente que sucedió a Nixon, ¿cómo se llama?",MONTESINOS,25
8573,Reagan.,IBÁRCENA,25
8574,"No, no.",MONTESINOS,25
8575,"Ah, no, Cárter.",ARANCIBIA,25
8576,"Cárter, que armó todo el asunto de los derechos humanos en la década del 70, 75, 76. Y de ahí los demócratas han seguido con el tema de derechos humanos y ahora como tenemos esta administración que es demócrata.",MONTESINOS,25
8577,"Ahora, los derechos humanos ¿donde no intervienen ellos, ah?",ARANCIBIA,25
8578,"No, no, pero ellos...",MONTESINOS,25
8579,Porque ellos los pueden violar tranquilamente.,ARANCIBIA,25
8580,Bueno.,MONTESINOS,25
8581,Sí. Recuerdas en la época en que teníamos el terrorismo aca.,IBÁRCENA,25
8582,Así es.,MONTESINOS,25
8583,"Los derechos humanos lo usaban contra nosotros, pero no decían nada sobre los derechos humanos, porque los subversivos te ponian una bomba que mataban una gran cantidad de gente, y para ellos quiere decir que era normal.",IBÁRCENA,25
8584,"Era normal, pues. Por ejemplo, fíjese: hay un grave...",MONTESINOS,25
8585,"Pero esto es por definición, ah.",ARANCIBIA,25
8586,"Claro, por principio.",MONTESINOS,25
8587,Ellos definieron el tema de los derechos humanes la violación a los derechos humanos cuando ya se les (?).,ARANCIBIA,25
8588,"Así es, pero no solamente (?).",MONTESINOS,25
8589,"No, es que es bárbaro sobre el resto.",ARANCIBIA,25
8590,Pero es una definición unilateral.,MONTESINOS,25
8591,Tremendo.,ARANCIBIA,25
8592,"Así es. Mire, le pongo un ejemplo, cuando se inició la guerra contra el terrorismo aca en la década del 80 (?) una zona del Perú —que ustedes deben conocer— que se llama Ayacucho, un departamento y hay una base militar ahí, donde como consecuencia del accionar de las fuerzas del orden, hubo un repliegue de Sendero Luminoso y que originaron niños huérfanos. Uno de los oficiales, un teniente, reccc: un niño de 12 años y lo llevó al cuartel para que estuviera ahí, alojado en su pro pia habitación, en su propio cuarto, como una forma de tratar de integrarlo, pe que ese niño había quedado huérfano, en fin. El chico vivió como 10 días, 20 días en el cuartel, cuando una buena noche, quier le dice a usted, agarró una granada y la pone debajo de la cama del oficial, que había cobijado, que lo había traído, que le había dado su propio dormitorio, que había tenido su propia cama para dormir, y él dormía en su casa de campaña. Una noche vienen y se acuesta y al amanecer ¡bum!, se siente una explosión en el interior del cuartel, todo el mundo va, había volado. Entonces, ese chico le había puesto una granada debajo de la cama y se mandó a mudar. Entonces ¿cuál es la reacción del oficial o de los oficiales que ven a un niño de 12 años y genera un acto de esa naturaleza? Cuando pasó el problema de Telmo Hurtado, va un teniente, al mando de una patrulla, se producen enfrentamientos, lo gran reducir al grupo subversivo, pero ahí habían 12; 15; 16 menores de edad y no sabían si estaban con granadas ¿cuál podría ser la reacción? Entonces, me salvo, no los ataco, pero se acordó de la situación y se los bajó a toditos. Y después se armo un lío acá, que masacran los derechos humanos, al pobre muchacho le dieron de baja, vinieron las investigaciones del Congreso, se llegó a un escándalo. El muchacho hasta el día de hoy vive una vía crucis eterna, porque quedó marcado.",MONTESINOS,25
8593,De por vida.,ARANCIBIA,25
8594,"El pobre no puede caminar porque lo insultan, si va al restaurante lo botan.",MONTESINOS,25
8595,"Lo que contaba usted de la bomba, de esa cosa, lo que le hicieron a Lambrusini.",ARANCIBIA,25
8596,"Claro, en la Argentina.",MONTESINOS,25
8597,"En Argentina, que fue la amiga de la hija.",ARANCIBIA,25
8598,Amiga de la hija.,IBÁRCENA,25
8599,Le pusieron también en la cama.,MONTESINOS,25
8600,Voló el departamento (?),ARANCIBIA,25
8601,"Así es. No y además la forma como hicieron los Montoneros de tratar de lograr de entrar a la universidad donde estaba la hija de Lambrusini: hacerse amiga, tener la confianza para poder ingresar a la casa, después el servicio de seguridad ya, pues, era normal que viniera la amiga y entrara y des pués como puso el asunto de la bomba ¿no?",MONTESINOS,25
8602,"Nosotros sacamos, viendo esto, digamos, uno nun ca sabe de antemano, pero, sacamos una Ley de Amnistía a partir del año... una ley de Amnistía que tenía resultados muy positivos que fue muy respetada, aunque no les gustó. A eso tuvimos nosotros que enfrentar una investigación que hizo el go bierno del Presidente Aylwin, cuando recién subió que se llamaba El Informe (?).",ARANCIBIA,25
8603,"Sí, me acuerdo.",MONTESINOS,25
8604,"Se manejó bien la cosa, estuvo bien.",ARANCIBIA,25
8605,No hubo muchos problemas sobre la Fuerza Armada.,MONTESINOS,25
8606,"No, hubo muchos problemas sobre la Fuerza Arma da, pero éstas son, yo lo que me permito decirte, son cosas de tiempo. Ellos han ido modificando la estructura del Poder Judicia, llevamos ocho años de transición ya terminó teóricamente la transición, llevamos ocho años, se ha ido modificando el aparato judicial.",ARANCIBIA,25
8607,La situación.,MONTESINOS,25
8608,"Y una jurisprudencia (?) en el cual cuando se caía en algo que guardaba relación con la Ley de Amnistía, era el punto final y eso no se tocaba más; en este momento han sacado un (?)",ARANCIBIA,25
8609,Para determinar si está incurso o no i ncu.rso. pero abren el sumario.,MONTESINOS,25
8610,La gente empieza a subir la (?).,ARANCIBIA,25
8611,"Ese es el mismo caso del general Contreras (?) basado en eso se le abre un proceso, y el coronel y todo el problema.",MONTESINOS,25
8612,Por eso nosotros vemos que esto es una cosa que es permanente. Es una acción sistemática y permanente.,ARANCIBIA,25
8613,"Así es. Pero (?)el tema de los derechos humanos, y toda la ola de acusaciones, porque en esa época cuando la Unión Soviética o la ex Unión Soviética tenía una capacidad de manejo de las operaciones psicológicas a nivel internacional, por intermedio de los partidos comunistas que erar, mortales. Yo me acuerdo. Eso ha sido terrible porque ustedes sacaron, yo lo tenso hasta ahora por ahí guardado con mucho afecto el famoso Libro Blanco que sacaron ustedes, después como a los 20 días salió el Libro Negro incluso lo difundieron acá me acuerdo, Prensa Latina de los cubanos, ¿no?, que era la encargada de difundir y hacer llegar a los miembros de las Fuerzas Armadas, toditos los negritos hacían los contactos que venían de Cuba, venía la gente.",MONTESINOS,25
8614,(?).,DESCONOCIDO,25
8615,"Prensa Latina, en realidad era un organismo ce fachada del aparato de Inteligencia de los cubanos.",MONTESINOS,25
8616,"Pero ese Libro Blanco nuestro, el libro de la defen sa nuestro tiene una gran gracia, tiene una tremenda gracia, doctor. Es el produc to de la interacción del mundo militar con el académico, con el político, con social. Es decir, porque si fuera un libro que usted me encarga a mí ""Señor almirante escriba un Libro Blanco"". Muy bien, doctor, yo le presento un trabajo lindo, terminado. Ése es mi libro de la defensa. Este libro de la defensa es el libro ce la defensa de Chile, con la edición discutida porque se suponía que era un grupo grande. Con ministros, con secretarios de estado, con generales, con almirantes, con académicos lo discutimos. Lo que ahí se refleja tiene la gracia que es el pensamiento de la seguridad nacional.",ARANCIBIA,25
8617,"O sea, desde la perspectiva de integración de diversos sectores, no solamente del campo militar.",MONTESINOS,25
8618,Es lo mejor que nosotros hemos hecho en el último tiempo.,ARANCIBIA,25
8619,Así es.,MONTESINOS,25
8620,"Y en base a eso es lo que conversamos, de repente lo consumamos, tenemos algún tema (?) creamos la Biblia.",ARANCIBIA,25
8621,La Biblia.,MONTESINOS,25
8622,Creamos la Biblia.,ARANCIBIA,25
8623,"Que es el catecismo, es el punto de partida, fí jese para haberse hecho en la década del 70; o sea, la gente visionaria, yo le tengo un gran respeto y un profundo reconocimiento al general Pinochet.",MONTESINOS,25
8624,"Pero, perdón, a lo mejor estamos hablando de otro libro.",ARANCIBIA,25
8625,Usted está hablando del último libro.,MONTESINOS,25
8626,Yo estoy hablando del Libro de la Defensa.,ARANCIBIA,25
8627,"Sí, pero le digo....",MONTESINOS,25
8628,"Usted habla del Libro Blanco, yo lo conozco tam bién.",ARANCIBIA,25
8629,"Son dos momentos, el libro actual es el vade mécum, ahora, yo no lo conozco.",MONTESINOS,25
8630,"Pero tiene un efecto espectacular, es que el actual...",ARANCIBIA,25
8631,"No, si yo lo he leído yo, le digo, este, no sola mente tiene doctrina militar, sino doctrina política.",MONTESINOS,25
8632,(?) habla de los objetivos nacionales.,ARANCIBIA,25
8633,"No, no, eso es impecable, es una nueva teoría de la Defensa Nacional, reedifica en América Latina, supera por muchos años toda la doctrina que consideran los brasileños en el mando de Escuela Superior de Guerra (?). Entonces vemos ahora que el nuevo concepto de seguridad nacional es ya el último funcionario, ya no es solamente exclusivamente militar.",MONTESINOS,25
8634,"No, no.",ARANCIBIA,25
8635,"Pero, yo le digo, como se llama esto, de que hay un hilo conductor en esto, que es toda la corriente que generó la Fuerza Armada con el general Pinochet para poder haber desarrollado este concepto de lo que es la defensa nacional. Es mi punto de vista.",MONTESINOS,25
8636,El general Pinochet es un hombre que es parte de la historia de Chile ya sin ninguna duda.,ARANCIBIA,25
8637,Lógico.,MONTESINOS,25
8638,"Yo tuve la suerte de ser su edecán por tres años, y conocerlo muy de cerca. (?) las visiones que tenía y el estilo con el cual conducía esto, es, sin ninguna duda, un conductor. Cuando yo fui, yo terminé siendo Comandante en Jefe junto con él y fue una ce sa muy emocionante cuando él me nombra Comandante en Jefe de la Armada. Y con todos los honores, con todo el sistema, llego a verlo a mi antiguo jefe, yo era capitán de fragata cuando él era Presidente, y nos encontramos, yo le di un abrace Hemos mantenido una relación muy grata a lo largo de los años, pero nos senta mos frente a frente ""Mi general"", le digo, ""¿qué le parece?. Lo felicito, increíble, nc me lo habría imaginado nunca...""",ARANCIBIA,25
8639,Claro.,MONTESINOS,25
8640,"Pero, pensar que los dos íbamos a estar sentados uno frente al otro.",ARANCIBIA,25
8641,"El mismo plano, ¿no?",MONTESINOS,25
8642,"Es un hombre de una sensibilidad y de un caracter. Yo lo vi en crisis realmente compleja, subirse al auto y en media hora de lo que demoraba en llegar a una parte— bajarse y bajarse como nuevo. De una capacidad de respuesta brutal, brutal cuando lo atacaba todo el mundo.",ARANCIBIA,25
8643,Estaba muy vilipendiado por todo el muce hasta los americanos atacaron al proceso.,MONTESINOS,25
8644,Los americanos (?) fueron nuestros peores enemigos.,ARANCIBIA,25
8645,Así. Sin embargo la Fuerza Armada que se man tiene unida y pudo sacar adelante el proceso.,MONTESINOS,25
8646,Nosotros ahora hemos propiciado levantarle un monumento (?).,ARANCIBIA,25
8647,"Claro, si es el (?).",MONTESINOS,25
8648,"Sí, (?) una enmienda.",ARANCIBIA,25
8649,Así es.,MONTESINOS,25
8650,Que realmente nos despertó.,ARANCIBIA,25
8651,Claro.,MONTESINOS,25
8652,Nosotros podemos hablar antes de la enmienda y después de la enmienda.,ARANCIBIA,25
8653,Y justamente es a raíz del gobierno militar que sacaron la enmienda.,MONTESINOS,25
8654,Y nuestras Fuerzas Armadas son dos cosas absoluta mente distintas antes y después. Así que hemos pensado realmente levantarle un monumento.,ARANCIBIA,25
8655,"Posibilitó dar ese salto a la modernidad, ¿no?",MONTESINOS,25
8656,Sin ninguna duda.,ARANCIBIA,25
8657,"Es lo mismo que acá en la época del general Velasco, si se acuerda de la enmienda (?) y la enmienda Gonzales, las famosas enmiendas, y propiciadas nada menos por los Kennedy. El mismo Kennedy propicio la en mienda (?) y la Gonzales acá, cuando se nacionalizó la IPC, cuando hubo el problema de la toma de Talara, después vino el tema de la Reforma Agraria, entonces ya vino la enmienda (?) Gonzales, después vino la (?) esas tres enmiendas, ¿no?",MONTESINOS,25
8658,"Bueno, cómo cambia el mundo, yo me acuerdo en el gobierno del presidente Allende, y un poco en el Presidente Frei, antes que empezó la reforma agraria que liquidó nuestra capacidad productiva. El padre (?) ruralmente lo agrícola era un desastre. Esa reforma agraria que tenía una concepción socialista. Pero después cuando asumió Allende y empezó a ganarse la (?) de la mi noría y se (?) toda esta revolución gigantesca. Nosotros estábamos convencidos el día que se produjo este movimiento militar, que Estados Unidos iba a ser nuestro aliado natural por esta economía transnacionalizada, etcétera. Yo desde el primer minuto, o sea, fuera de...",ARANCIBIA,25
8659,"Y además, desde ese momento ustedes plantea ron la economía de mercado, creo que fue en el mundo, o sea, que fue el primer país en el mundo.",MONTESINOS,25
8660,"Pero era una cosa difícil de imaginar, nosotros mismos en una concepción estatista, auténtica, permanente y de repente decir: ""No, no, ahora se abre, bajan los aranceles, baja la competencia, vas a competir con lo: productos chilenos frente al mundo"".",ARANCIBIA,25
8661,"Sí, así fue.",MONTESINOS,25
8662,"Llega un coche, llega un auto y el auto equivale a qué se yo, no se cuántos troncos de árbol, y la verdad es cosa que no ha ido estupendo, o sea, la capacidad de producir nuestra.",ARANCIBIA,25
8663,"Sí, ha sido muy grande. Porque inclusive ustedes habían aceptado al... del Grupo Andino, por Decreto 600.",MONTESINOS,25
8664,Es por el tema de los aranceles.,ARANCIBIA,25
8665,"Claro, el régimen del (?) al capital extranjero, me acuerdo mucho, esa fue una operación del general Pinochet, porque era una limitación a la economía.",MONTESINOS,25
8666,"Nuestra entrada ahora a Mercosur, está en un pro ceso que estamos acelerando para ponernos a la altura en... porque nosotros en cier tos aspectos estamos adelantados a Mercosur, tenemos unas unidades de medlcu que todavía no son merco.",ARANCIBIA,25
8667,"Claro, cada día está más avanzado.",MONTESINOS,25
8668,Pero puede ser una realidad en estos momentos.,ARANCIBIA,25
8669,"No, sí. Bueno, es que la integración es funda mental.",MONTESINOS,25
8670,"Doctor, yo fui agregado naval (?) en Argentina.",ARANCIBIA,25
8671,En Buenos Aires.,MONTESINOS,25
8672,"El año 84, 85, fue cuando firmamos el Tratado de Paz y Amistad, yo era agregado naval en un país que era, en mi cultura intelectual específicamente el enemigo.",ARANCIBIA,25
8673,Cuando estabas en el SIN.,MONTESINOS,25
8674,"Claro, recién salido el gobierno militar, yo estaba en un país que era muy antagónico al mío, habíamos tenido casi una guerra, varios conflictos.",ARANCIBIA,25
8675,¿Lo conoce al general Meléndez?,MONTESINOS,25
8676,Claro.,ARANCIBIA,25
8677,Se acuerda.,MONTESINOS,25
8678,Que se iba a lavar las botas.,ARANCIBIA,25
8679,"Así es. [Diálogo.] Uno es Menéndez el de las ""Malvinas"" y el otro Menéndez que era el jefe del se gundo cuerpo del Ejército.",MONTESINOS,25
8680,Del segundo cuerpo. Claro.,ARANCIBIA,25
8681,"Así es, que inclusive cuando pasó al retiro iba a juicio de las Juntas Militares, un día lo citaron y se puso su uniforme y sacó lo que ellos llaman un (?) lo que usan los gauchos, como especie de puñal, y lo sacó cuando vinieron a llevarlo uniformado, ¿no? y en el diario Clarín, en...",MONTESINOS,25
8682,Era un hombre notable.,ARANCIBIA,25
8683,"Muy notable, tenía un carácter.",MONTESINOS,25
8684,Por eso.,ARANCIBIA,25
8685,"Era un poco parecido sabe a quién, al general Portier.",MONTESINOS,25
8686,"Sí, al Loco.",ARANCIBIA,25
8687,Se acuerda usted eso con (?).,MONTESINOS,25
8688,"Claro, claro. El Loco del desierto.",ARANCIBIA,25
8689,"El loco del desierto, el Loco es chileno, ¿no?",MONTESINOS,25
8690,Claro.,ARANCIBIA,25
8691,"Sí, sí. Menéndez tenía ese perfil psicológico.",MONTESINOS,25
8692,"""El Loco"".",ARANCIBIA,25
8693,Vive todavía Portier o ya no.,MONTESINOS,25
8694,Él está bien mayor ya.,ARANCIBIA,25
8695,"Claro, porque él es de la década del 60 más o menos yo me acuerdo.",MONTESINOS,25
8696,"Ahora, lo que yo le quería decir era: cuando yo es tuve en Argentina, estábamos en la firma del Tratado de Paz y Amistad y el esto, que no gustaba, que no, particularmente los marinos éramos muy sensibles frente al tema de la navegación. Yo no me habría imaginado nunca, se lo digo con absoluta franqueza, nunca, que los capitales chilenos algún día iban a comprar la energía en Buenos Aires.",ARANCIBIA,25
8697,Hasta Luchetti está ahí en Buenos Aires.,MONTESINOS,25
8698,Y no me habría imaginado nunca que nosotros íbamos a depender vitalmente del gas argentino.,ARANCIBIA,25
8699,"Bueno, claro, uno no puede imaginarse diez años después, porque inicialmente tiene un conflicto casi indisoluble, se supera y después tengamos a un proceso de integración y hay una interdependencia.",MONTESINOS,25
8700,Una interdependencia brutal.,ARANCIBIA,25
8701,Dada la apertura con Argentina...,MONTESINOS,25
8702,"Iba con Carlos Marrón, que es el Comandante de la marina argentina, que lo tuve en mi país hace un buen tiempo, conversaba y le de cía ""Mira Carlos, tú comprenderás que a nosotros este cambio que se nos va a producir con el tema económico es pavoroso, porque antiguamente cuando nosotros no teníamos intereses económicos con la energía de ustedes"" (?) tiene que haber pensado que era una suerte de objetivo militar, cierto, ¿no? Y ahora llegamos a vol ver a (?) y nos cuelgan a todos.",ARANCIBIA,25
8703,"Lógico, porque (?) interés.",MONTESINOS,25
8704,"Tú mira el diario al día siguiente, nos cuelgan a los militares.",ARANCIBIA,25
8705,Lógico.,MONTESINOS,25
8706,"Ese cambio, ese cambio.",ARANCIBIA,25
8707,"No, pero esos son los cambios que se producer en América Latina, usted recordará en la época que estuvo allá, había todo el lio con el informe del general Basenbach con todo el problema a las juntas, inclusive, me acuerdo mucho que en un restaurante aparecieron partes del informe que después lo publicaron en una revista, en Somos, en Buenos Aires, ¿no? y se armó todo un lío hacia las juntas militares y el juzgamiento al canciller de Nicaragua, Costo Méndez ¿no?, y cuando estuvo allí Dante Caputto de canciller, usted ha estado en esa época.",MONTESINOS,25
8708,Claro.,ARANCIBIA,25
8709,"Claro, Dante Caputto, yo me acuerdo mucho",MONTESINOS,25
8710,Dante Caputto fue el artista que llevó adelante la firma del Tratado de Paz.,ARANCIBIA,25
8711,Yo conozco perfectamente ese tema.,MONTESINOS,25
8712,"Porque contra su alma, digamos, se movió para firmar el Tratado con Chile.",ARANCIBIA,25
8713,"Así es, solucionaron todo en paz.",MONTESINOS,25
8714,Realmente fue...,ARANCIBIA,25
8715,"Jugó un rol muy importante Dante Caputto, ¿no?",MONTESINOS,25
8716,Un hombre inteligente.,ARANCIBIA,25
8717,"Un tipo de primera línea, yo tuve la oportuni dad de conocerle. Allí ustedes tenían un organismo en la época del gobierno mili tar, porque tu sabes que desde Santiago el (?) se convirtió en el centro de gravedad del pueblo chileno, del socialismo. La vía chilena hacia el socialismo despertó mu cho la inquietud de los estudiosos latinoamericanos en Ciencias Políticas. Por ejemplo el presidente Cardoso estuvo en Clacso viviendo muchos años en Santiago, es tudiando en la Facultad de Ciencias Sociales. El presidente Cardoso y hay otro brasileño que se llama Edson Alejos que sacaron un libro que se llama La Teoría de las dependencias y eso lo escribieron en la facultad, casi tuvieron como dos, tres años estudiando en Santiago. Y bueno, todo este boom de intelectuales, de todas estas teorías de América Latina que reinó en Santiago a raíz de la experiencia de Salva dor Allende, puso a Chile en la vanguardia de América Latina.. Pero las cosas curiosas, un tipo como Cardoso que tiraba hacia las izquierdas y que no creía en el modelo de mercado, porque inclusive La teoría de las dependencias es un libro que cuestionaba el imperialismo norteamericano y a todas esas economías libres, hoy día gobierna un país, justamente, con el modelo al cual él no suscribió y escribió sobre él en esa época, ¿no?",MONTESINOS,25
8718,Lo que indica que el hombre evoluciona.,ARANCIBIA,25
8719,"Bueno, le cuento este detalle, porque yo estuve un poco curioso por el tema de las luchas sociales, hice un espacio ahí de cuatro o cinco me ses en Clacso en la época más o menos del 79, 80 y allí conocí a Dante Caputto, por que Dante Caputto también fue como participante al curso que hicimos en tres meses. Y cómo son las cosas de la vida, ¿no? pasaron los años y estuve yo en Buenos Aires el año 84, usted estaba de agregado y Dante era canciller, entonces, conversábamos y recordábamos un poco la época que estuvimos en Santiago estudiando, ahí esta ba Cardoso. Bueno, y mucha gente que hoy día ocupa cargos importantes, inclusive el que fue ministro de Economía del Presidente Pinochet era también uno de los profesores, era muchachito recién egresado, era profesor ahí en Clacso, y después vino un organismo que se llamó también Clac…",MONTESINOS,25
8720,"No, ese nombre no lo ubico yo.",ARANCIBIA,25
8721,"Clacso. Clacso funcionaba en la Universidad de Santiago, porque ustedes están muy avanzados en todo lo que es derecho interna cional.",MONTESINOS,25
8722,Hay una gran actividad ahí.,ARANCIBIA,25
8723,"Hay una gran actividad y los oficiales iban mu cho a estudiar a la Universidad de Santiago, me acuerdo.",MONTESINOS,25
8724,Y eso ha sido muy bueno.,ARANCIBIA,25
8725,"Sí, sí.",MONTESINOS,25
8726,"Participar, el decidirnos nosotros.",ARANCIBIA,25
8727,"La gente de la universidad, porque fíjese, le es toy hablando del año 79 donde estuve yo cuatro meses allí. Yo hablé con el general Mercado y le dije si me podría autorizar, y me dijo: Váyase. Cuando terminé es taba en actividad en el Ejército y me fui así de curioso y estuve ahí, y ahí conocí a personas, fíjese a Cardoso, a Dante Caputto. Y que uno no puede imaginarse que 10 ó 20 años después en que se iban a ocupar, ¿no? Cuando el presidente Fujimori viaja al Brasil, siempre le dice ""¿cómo está Montesinos?"" Se acuerda.",MONTESINOS,25
8728,¿Usted ha estudiado en la Universidad?,IBÁRCENA,25
8729,¿Cómo?,MONTESINOS,25
8730,¿Usted ha estudiado en la universidad?,IBÁRCENA,25
8731,"Claro, ahí estuve 4 meses. Y compartíamos la misma aula con ellos, y estaba... había otro brasileño, Antonio do Santos, no sé si vivirá o no, y un Jaguaribe que también hablaba, pues, toditos sobre marco de integración, y un argentino Marcos Kaplan, que vive todavía ahora que tiene un Centro de Estudios Sociales.",MONTESINOS,25
8732,"¿Cómo, doctor, ha percibido que haya evoluciona do ese pensamiento o esa línea que se estaba dando de cambio?",ARANCIBIA,25
8733,"Bueno, esas líneas que se trazaron en esa época, estaban orientadas hacia la izquierda, porque todo el boom, se iba, o sea, las cien cias sociales, eran las ciencias sociales orientadas a lo que era el socialismo. Pero como el tema de la caída del Muro [de Berlín] y la redefinición que las ciencias sociales resultan muy teóricas frente a la realidad, al desarrollo de la ciencia y la tecnología, la interdependencia de los Estados, la universalización de las relaciones in ternacionales, varía sustancialmente el escenario. Ahora la economía es una econo mía abierta en los mercados del mundo. La realidad lo hace repensar al hombre. Yo le cuento, por ejemplo, yo era oficial del Ejército y estaba el año 66 en mi pri mer año de oficial en mi tierra, Arequipa, estudiando primer año de letras con 20 años de edad, 19 y picos, llego a la universidad de repente me toca materialismo dialéctico y el curso de materialismo histórico me sacan el (?) después La Sagrada Familia, Marx, Engels, Lenin, uno empieza a leer y uno viene de una formación castrense que tiene, pues, un modelo anticomunista definido y de repente un poco que me causó una cierta crisis de valores y lo que le pasa a uno, empieza a tener cierta afinidad por lo que podría ser el socialismo y el marxismo, y me derivó a en trar a estudiar Sociología posteriormente. Pero después las realidades nos hacen ya entrar a uno en la madurez, ya cuando es ta ya en el tercer año de la universidad o cuarto año, eso es lo que se llama, diga mos, una especie de servicio ""marxista"" obligatorio, lo hace a uno cambiar y entra a la realidad ¿por qué? Porque va a una profesión de abogado que es una profesión eminentemente liberal, eminentemente que sabe de la economía de mercado, emi nentemente que se da desde un sistema capitalista y yo creo estar acorde con los principios iniciales que a uno le dan en la universidad.",MONTESINOS,25
8734,"Debe tener (?) cuando uno se mete en este estudio y empieza a profundizar, hay ideas fuerza que son espectaculares.",ARANCIBIA,25
8735,Claro.,MONTESINOS,25
8736,"Este concepto de la libertad. Por ejemplo, el otro día conversaban por ahí unos, de la libertad. Pero, cómo, la libertad, nuestro modelo, el equilibrio. No, no, eso es como tirarse (?).",ARANCIBIA,25
8737,Recuerda que conversábamos de una conversación que tuve yo en Corea del Norte con el señor (?) que te conté el concepto de la li bertad que él tenía.,IBÁRCENA,25
8738,"Libre soy yo, yo me levanto en la mañana y me voy al trabajo y estoy tranquilo y trabajo porque yo sé que mi señora tiene salud, que mi hijo está estudiando.",ARANCIBIA,25
8739,"Claro, es que tienes a tu familia tranquila, no hay ningún problema, eres libre.",MONTESINOS,25
8740,"Claro, soy libre, tú no estás ahí con el problema de llevar adelante.",ARANCIBIA,25
8741,Asi es.,MONTESINOS,25
8742,"Tienen otra concepción, pero son importantes.",ARANCIBIA,25
